objectid,filename,youtubeid,vimeoid,title,description,subject,language,genre,duration,creator,castcrew,adviser,date,location,latitude,longitude,source,identifier,type,format,itemhistory,link,rights,rightsstatement
coll301,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000283-UPFI000302/2008_Thesis_RazonG_Quad.png?raw=true,,,Quad,"Abstract
 
 The panopticon was never built. Yet, its principles have found a locus within the social institutions of a disciplinary society. Social institutions employ various panoptic mechanisms to individuals for the purpose of control, regulation, maintenance of order, and security.
 
 However, these panoptic mechanisms, although ideally perceived to grant services for the welfare, have several hidden implications that may pull individuals back to subordination and enslavement. Individuals suffer from the experience of being watched. Panoptic mechanisms today such as the surveillance systems have the capacity to curtail the individual's privacy, and subject one to criminal associations driven by biases on ethnicity and sexuality. The whole society becomes one gigantic panopticon rendering the individuals as new prisoners even within their most intimate and personal spaces.",SOCIETY IN FILMS,fil,Expe.,9:22,"Razon, Gino","Villota, Alleson; Tenorio, Regine Amor; Balicas, Rommel and Lloyd; Molina; Karl Benson","David, Jose Hernani S.",2008,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000301,Image;MovingImage,image/jpeg,2024-01-05 (Created),2008_Quad.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll302,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000283-UPFI000302/2008_Thesis_LupacM_Hulagpos.png?raw=true,,,Hulagpos,"Abstract
 
 Hulagpos tells the story of a ten-year-old girl named Angeli who has a stern, cold and seemingly unfeeling mother named Maria. To prevent Angeli from going inside a forbidden room, Maria tells her daughter that a child-eating monster resides in there. Fully believing what her mother told her, Angeli refuses to go inside the room until a prank leads her to believe that the monster got her friend. Going inside the room, Angeli discovers her mother's secret. It is a fetus conceived thru her mother's forbidden love affair, hidden inside the hollow statue of the Virgin Mary.",LOVE IN FILMS,fil,Nar.,13:18,"Lupac, Maita Lirra Reyes","Baco, King Mark; Tang, Theresa; Palomares, Sasha; Magno, Ino; Roxas, Gerardo Maria; Lupac, Maaita Lirra","Tiongson, Nicanor",2008,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000302,Image;MovingImage,image/jpeg,2024-01-05 (Created),2008_Hulagpos.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll303,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000303-UPFI000322/2008_Thesis_FukushimaE%3BSerranoP_Katha.png?raw=true,,,Katha,,"GENDER AND THE CINEMA, ARTISTS IN FILMS",fil,Nar.,17:04,"Fukushima, Erika; Serrano, Patricia G.","Arumpac, Adjani; Naguit, Nani; Lapus, ana Patricia A. Canela, Christopher","Tiongson, Nicanor",2008,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000303,Image;MovingImage,image/jpeg,2024-01-08 (Created),2008_Katha.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll304,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000303-UPFI000322/2008_Thesis_EllaJ%3BGarciaJ_Lamay.png?raw=true,,,Lamay,,SOCIETY IN FILMS,fil,Nar.,14:50,"Ella, Jennifer Anne; Garcia, John Leo","Villarin, Sponky; Alparce, Snap; Ella, Jennifer Anne M; Garcia, John Leo D; Balbuena, Bianca; Varela, Nicholas","Tiongson, Nicanor",2008,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000304,Image;MovingImage,image/jpeg,2024-01-08 (Created),2008_Lamay.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll305,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000303-UPFI000322/2008_Thesis_DizonP_Lunas.png?raw=true,,,Lunas,,DOCTORS IN FILMS,fil,Nar.,0:30:54,"Dizon, Peter Edward G.","Garcia, Sol; Clemente, Raissa; Garcia, John Leo; Yap, Jumar; Ella, Jennifer Anne","Tiongson, Nicanor",2008,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000305,Image;MovingImage,image/jpeg,2024-01-08 (Created),2008_Lunas.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll306,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000303-UPFI000322/2008_Thesis_GarciaJ_AwitngSinta.png?raw=true,,,Awit ng Sinta,,"COMPOSERS IN FILMS, MUSICALS",fil,Nar.,0:28:37,"Garcia, Jael Deborah G.","Ignacio, Pong; Galvez, Mackie; Desuasidol OJ; Felipe, Roel","Cantor, Olivia ",2008,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000306,Image;MovingImage,image/jpeg,2024-01-08 (Created),2008_AwitngSinta.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll307,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000303-UPFI000322/2008_Thesis_ObligacionT_Equations.png?raw=true,,,Equations,"Abstract 
 I wanted to explore the social and psychological problems that closeted teenage gays have, and the issue of coming out for them. Hopefully, those who see the film will become more open minded about young gays and homosexuals in the country, and see that all relationships, whether same sex or not, are all equal.
  Problem:
  ""Coming out"" for the young teenage gay is still a horrendous process here in our country. We strive to change the taboo image of homosexuality to be able to give it a more liberated rein, and hopefully reduce some of the fear of the closeted gay teen in coming out.
 Approach: 
 Equations is a film that approaches homosexuality in a sense that makes it something that is not out of the ordinary gender-wise, but extraordinary because of the relationships; an intelligent young man, Vincent, defies the stereotypes of the homosexuality in the Philippines; the bakla. He does not cross dress, he does not act effeminately, and he's not loud. He is shown as just an ordinary human being yearning for love and finding out that it starts first by knowing, accepting and loving himself.
 Results: 
 This film and this study will hopefully provide a wider and more open-minded view in homosexuality, like that started by the ground- breaking film Ang Pagdadalaga ni Maximo Oliveros. 
 Conclusion: 
 Viewers of this film will go home more informed at the diversity of gay culture, and not just brand homosexuals in the terms of bakla or female-wannabes. In truth, they are human beings as well, same as the regular heterosexual male or female; they are just different in expressing the ways they love, as heterosexuals are different from them. And the stage of youth provides that atmosphere of experimentation, and generally, it is when a lot of gays find out and begin to accept who they are.",GENDER AND THE CINEMA,fil,Nar.,18:09,"Obligacion, Triccie Marie V.","Victoria, Eliza; Robles, Russel","Cantor, Olivia ",2008,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000307,Image;MovingImage,image/jpeg,2024-01-08 (Created),2008_Equations.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll308,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000303-UPFI000322/2008_Thesis_CastilloL_Kapit-Patid.png?raw=true,,,Kapit-patid,,MUSICIANS IN FILMS,fil,Nar.,10:19,"Castillo, Lhalie E.","Habac, Jaime Jr., Olympia, Adrian; Liwanag, akira","Cantor, Olivia ",2008,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000308,Image;MovingImage,image/jpeg,2024-01-08 (Created),2008_Kapit-patid.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll309,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000303-UPFI000322/2008_Thesis_AranetaM_Kubyertos.png?raw=true,,,Kubyertos,,"FOOD IN FILMS, HUMAN RELATIONS IN FILM",fil,Nar.,0:37:36,"Araneta, Miguel Santino M.","Orendain, Pao; Angpin, Harry and Naida; Plaza, Ompong G.; Alvarez, Antonio C. ","Cantor, Olivia ",2008,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000309,Image;MovingImage,image/jpeg,2024-01-08 (Created),2008_Kubyertos.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll310,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000303-UPFI000322/2008_Thesis_OcampoR_PangungusapngSandali.png?raw=true,,,"Pangungusap ng Sandali (Ocampo, Regine Edessa De Guzman ang name ng author sa TUKLAS)","Abstract
  Pangungusap ng Sandali is a film about a young seamstress in the 1950's waiting for her soldier-husband's letter. The protagonist is trapped in their house and in the cycle of waiting. She talks with a living statue of the Resurrected Christ who questions and mocks her at the same time. When the mailman delivers the letter, she merely glances at it and does not open it. In the end she goes back to sewing in the sewing room, and the cycle of waiting starts again. I will be using the theory of Psychoanalysis in Lacanian terms and the construction of subject in relation to space and time. This is to say that the protagonist is constructing a sense of self-identity in relation to the house and to the relationships she has in her life. The treatment of the film would be anchored on magic realism which is characterized by two conflicting realities, one as the story is set on a rational view but at the same time accepting the supernatural as mundane reality.",HUMAN RELATIONS IN FILM,fil,Exp/Nar.,21:43,"Ocampo, Regine","Palomares, Sasha; Mallari, Rivelle; Tang, Thesa; Castillo, Nicolle; Santos, Jaimee","Cantor, Olivia ",2008,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000310,Image;MovingImage,image/jpeg,2024-01-08 (Created),2008_PangungusapngSandali.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll311,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000303-UPFI000322/2008_Thesis_BolisayR_Saakingmgakababataisangmakabagongkathangikatlongmundongkalungkutan.png?raw=true,,,"Sa aking mga Kababata Isang Makabagong Kath ang Ikatlong Mumdong Kalungkutan (Sa Aking mga kababata, isang makabagong katha ng ikatlong mundong kalungkutan sa TUKLAS))","Abstract
 
 The commercial and economic viability of cities are reason enough for people to leave their provinces and settle here. Although frequently the outcome of this action leans more on the negative, considering endless stories of human trafficking, child abuse, and other forms of maltreatment that are very much common in urban areas, people still continue to stay in cities, despite its shortcomings. There may be other reasons after all.
 
 The atmosphere it provides to its people is essentially a point of comparison, as it is already common knowledge that fast-paced living in cities represents the good things in life the luxury of convenience, the social lifestyle, and, more importantly, the achievement of dreams. Just by keen observation, one can generally attest to this: Modern living is ideal, but deeply isolating.
 
 Imagine a jam-packed coliseum wherein everyone sits to watch a concert. No one knows anyone except those people in groups, but everyone is sure enough to stay. Apparently, the audience is not united by personal familiarity; what unites them is the concert itself -- the spectacle- -the idea that brings them in one place. That's how cities work. We don't know each other but we interact. We are propelled by common threads,
 
 but we work separately, we feel separately, and we cry separately. In the long run, it is not impossible to see a city void of human sound, people have pods plugged into their ears and verbal communication isn't at all necessary because PDAs are perfect enough to mediate, and all that remains are urban noises. This film explores the transition from the unified world to the atomized society, and how the richness of the urban mind morphs into a dull reflex of mechanical existence. Like an empty shell lying on the seashore, sadly, the modern man is alone.",HUMAN RELATIONS IN FILM,fil,Nar.,0:39:29,"Bolisay, Richard","Jadaone, Antoinette; Maog, Jemille; Sarmiento, Dohna; Dimaya, Ayn Marie; Valencia, Leo Ray; Otarra, Kathryn","Cantor, Olivia ",2008,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000311,Image;MovingImage,image/jpeg,2024-01-08 (Created),2008_SaakingmgaKababataIsangMakabagongKathangIkatlongMumdongKalungkutan.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll312,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000303-UPFI000322/2008_Thesis_PlazaK_ADvocacy.png?raw=true,,,Advocacy ,"Lino has a cleft palate, due to that; other companies during job application are not accepting him into the job. Until one day, he was accepted in Philippine Daily Express. The PDE discussed the deal about advocacy that they want Lino to be part of. The deal says that Lino will be the model of advocacy about disabled and impaired people. Lino made an important decision after being discussed about the plan.",PEOPLE WITH DISABILITIES IN FILMS,fil,Nar.,12:44,"Plaza, Karen","Ganzon, Leo; Plaza, Emerita; Plaza-Draculan, Xenia; Balbuena, Griska Bianca; Lapus, Ana Patricia        ","Campos, Patrick F.",2008,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000312,Image;MovingImage,image/jpeg,2024-01-08 (Created),2008_Advocacy.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll313,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000303-UPFI000322/2008_Thesis_CanelaC%3BRagragioJ_Eskirol.png?raw=true,,,Eskirol,,POLITICAL FILMS,fil,Nar.,22:19,"Canela, Christopher Juergen D.; Ragragio, Jose Maria M. ","Balbuena, Griska; Figuracion, Gennel; Serrano, Patricia Angela; Penafiel, Melissa angela; Quizon, Mikko, Locsin, Marc; Canela, Christopher Juergen ","Campos, Patrick F.",2008,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000313,Image;MovingImage,image/jpeg,2024-01-08 (Created),2008_Eskirol.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll314,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000303-UPFI000322/2008_Thesis_ArumpacA_SilangMaySala.png?raw=true,,,Silang may Salah (those with prayers) (Silang may salah ang nasa TUKLAS),"Abstract
 
 The story has been waiting a long time to be told.
 The documentary is an advocacy for women who do not have the faculty or even the access and freedom to tell their stories. It is unfolding of the past and a visual narrative of the present lives of four women in Quezon City Female dorm. It tells how the women ended up in jail. It seeks to expose the maligned practice of law enforcers in haphazardly arresting Muslim women and pocketing the ‘bail money’ from their relatives. It take a look at the women’s living conditions inside jail as well as the progress (or the lack of it) in their cases.
 A series of interview with the four women reviled the different life situations they were in at the time of their arrest. One was working for her family and studying at the same time, one was a housewife, one had a baby, and one was a minor, only 15 years old when she was arrested. The story is an unfortunate metaphor of the bigger picture of our society’s discrimination against Muslim as well as this continuing opportunities against women.",PRISON FILMS,fil,Doc.,18:35,"Arumpac, Alyx Ayn","Arumpac, Adjani Guerrero; Lacaniloa, Noah; Hernandez, Otto","Campos, Patrick F.",2008,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000314,Image;MovingImage,image/jpeg,2024-01-08 (Created),2008_SilangmaySalah.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll315,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000303-UPFI000322/2008_Thesis_ClementeR_Hilom.png?raw=true,,,Hilom,"Abstract 
 The pain Peping felt during the accident was nothing compared to the harsh reality that confronted him when he recovered from his injuries. The power he once had, as well as his relationship with his family, was slowly deteriorating. 
 He woke up to a different life that he tried to disguise as the one he used to live. The more he pursued for it to remain the same, the more distant he became to his wife and son. He was consumed by bitterness and regret that he forgot to mend the relationships that were on the verge of breaking apart. 
 Peping never appreciated his family until they were gone. He realized that he needed to change. He needed to accept his situation. He needed to live in silence.",LOVE IN FILMS,fil,Nar.,21:59,"Clemente, Raissa Nhelyn L.",(unreadable credits), ,2008,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000315,Image;MovingImage,image/jpeg,2024-01-08 (Created),2008_Hilom,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll316,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000303-UPFI000322/2008_Thesis_GrajoC%3BRayneraK_IsangJuan.png?raw=true,,,Isang Juan,"Abstract
 
 
 This thesis deals with the Filipino trait bayanihan or togetherness in common effort.
 In old times, where kubo or the Philippine traditional huts are carried or built by a group of people. It one a sense of identity as he/she is assigned to a role.
 
 Inevitably modernity and technology advancements are introduce to the society. And there are activities now that people can do by themselves with the help of modern day science having up-to-date gadgets and computers. Consequently person involved in group work may loss the opportunity to interact with the others as tasks become reassigned.
 
 Together with this. Western culture become more prominent promoting individualism and isolation, one that completely opposes Philippine culture that believe in unity 
 
 Eventually the idea of social interaction is viewed as a hindrance to personal growth. But in fact the value of social interaction gives each one an overview of the society that they live in thus helping one to find their own identity.
 
 The thesis hopes to make the people understand the more the Filipino trait of bayanihan removing any negative perspective toward this value. It’s not a mare conformance to a group’s ideologies but a way to find oneself through interaction, seeing their own as an equal to those they work with, giving them equal chances to find themselves and become better","CULTURE AND THE CINEMA, SOCIETY IN FILMS",fil,Ani.,5:25,"Grajo, Carlo; Raynera, Kay","Castro, Marella; Alarilla, Adrian; Aguila, Emmanuel","Jamon, Roehl ",2008,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000316,Image;MovingImage,image/jpeg,2024-01-08 (Created),2008_IsangJuan.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll317,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000303-UPFI000322/2008_Thesis_EscalaB%3B%20HidalgoE_PaskoniIntoy.png?raw=true,,,Ang Pasko ni Intoy,"Intoy’s Christmas is not similar to other children’s celebration of Christmas. He is doing Nipa Shingles with his brothers Alex, and Kim-kim, and his parents. As they do Nipa Shingles, Intoy would share about his dreams and aspirations.",SOCIETY IN FILMS,fil,Doc.,29:56,"Escala, Charena; Hidalgo, Emerald ","Escala, Belen; Escala, Romano; Hidalgo, Zenaida; Escala, Charena; Generoso, Raymund; Hidalgo, Emerald   ","Jamon, Roehl ",2008,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000317,Image;MovingImage,image/jpeg,2024-01-08 (Created),2008_AngPaskoniIntoy.mp4,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll318,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000303-UPFI000322/2008_Thesis_BacoK_Sandao(Senile).png?raw=true,,,Sandao (Senile),"Abstract
 
 After the 1995 alleged rub-out of the Kalasag Gang - a notorious Mindanao mafia operating in Manila, Abel decided to go back to Misamis Occidental, the birthplace of Kalasag gang, to live a simple life by coconut farming. However, despite his struggle to change and to provide his son an education, things in the community get worse. A coconut processing plant is going to be closed and petty crimes like stealing livestocks become rampant. This film aims to get a closer look on the life of a man situated in a milieu where political and economic repression is inevitable: where capitalism made the masses poor; globalization made them poorer; and individualism chained them to remain poor. The character of Abel is an individualist who cries for change, not for the common good but only for himself. But that kind of change can never be realized without thinking beyond one's personal ambitions.",GANGS IN FILMS,fil,Nar.,18:04,"Baco, King Mark","Lupac, Maita, Aquino, Joy; Claraval, Herman, San antonio, Nica; Idana, Ice; Ramos, Cheska","Jamon, Roehl ",2008,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000318,Image;MovingImage,image/jpeg,2024-01-08 (Created),2008_Sandao.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll319,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000303-UPFI000322/2008_Thesis_BalajadiaD_Tol.png?raw=true,,,Tol,,"HUMAN RELATIONS IN FILM, DRUGS IN FILMS",fil,Nar.,13:47,"Balajadia, Dorothy A.","Dumaup, Sara Bianca; Reyes, Alfred; Garcia, Maria Solita; Quisano, Rodel; Evangelio, Jojo","Jamon, Roehl ",2008,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000319,Image;MovingImage,image/jpeg,2024-01-08 (Created),2008_Tol.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll320,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000303-UPFI000322/2008_Thesis_DimlaRP_Anomi.png?raw=true,,,Anomi ,"A boy lives in the slum. As he needs money, he finds flies to sell and later on sells it to a man who owns a restaurant.",FOOD IN FILMS,fil,Ani.,6:49,"Dimla, Renei Patricia","Dimla, Emmanuel; Dimla, Rosa Jennie; Dimla, Renei Patricia         
","Banal, Yason",2008,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000320,Image;MovingImage,image/jpeg,2024-01-08 (Created),2008_Anomi.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll321,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000303-UPFI000322/2008_Thesis_MagnoS_Metronome.png?raw=true,,,Metronome,"Abstract 
 Metronome is about an individual who is confined within a defined social system, one of constant monotony and routine that dictates to the story's protagonist. This social system dictates to him how he should go about his everyday life, from his life at home to his workplace and defines his limitations inside a prescribed set of norms. 
 In the film, the lead character will be situated in a world that epitomizes the complete opposite of what can be perceived as his ""natural"" environment. This sudden shift from one social sphere to another is coined as a shock, as defined in the theory of Social Construction of Reality (Berger & Luckman, 1996). This ""shock puts the individual in a situation wherein he is suddenly confronted with a choice whether to go back to the previous environment where he is already accustomed to or risk staying in a new unfamiliar environment which presents uncertainty but, at the same time, has the potential to be more beneficial than the previous social sphere. To highlight the disparity of the two social environments, the filmmaker used music. Both worlds are constrained by music, specifically a tempo identified in the music used in the film. In the first world, everybody around the film's protagonist had to follow the same downbeat in the identified tempo. In the second world however, the people surrounding the film's protagonist learned how to work around this tempo, creating percussive music created by the normal found objects that can be described as imaginative, since it does not follow the same downbeat as the first world. The characters in the second world make full of use of the tempo and attack it with fervor, striking their beats in whatever window of opportunity that presents itself. 
 In the first part, the percussive music is monotonous and repetitive. In the second part, however, the music that is created is dynamic and plays around with its prescribed environment.",SOCIETY IN FILMS,fil,Expe.,6:58,"Magno, Sandino F.","Garcia, Sol; Ricio, Digo; Abesamis, Gerson M.; Locsin, Mark; Idanan, Ice","Banal, Yason",2008,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000321,Image;MovingImage,image/jpeg,2024-01-08 (Created),2008_Metronome.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll322,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000303-UPFI000322/2008_Thesis_TanK%3BValenciaV_Pundok.png?raw=true,,,Pundok (Pundok (army) sa TUKLAS),"Abstract
 
 Ang organisasyong moncadista sa saulon. Cebo ay isang alternatibong hukbo na nagsasabuhay ng “moral military training”. Ito ay isang pagsasanay na kinapalooban ng pagbabawal sa mga bisyo, pagiging vegetarian, at pagpapahabang buhok at bigote ng mga kalalakihan. Sa dokumentaryong ito, susuriin ang historical at kultural na aspeto ng organisasyon kasabay ng pagsipat sa kanilang pagdiriwang ng foundation day. Kon ganon ang dokumentaryong “Pundok”ay pumupukol sa alternatibong konstekto ng military naka-angkla sa kaugaliang banal. Mala opirasyong Militar ang estilo ng pelikula upang magpatibay ang pagiging alternatibong nito kumpara sa mas popular at mas marahas na konsepto ng militarism. Gayundin estilong etnograpiko ang istractura nito upang ang pagsipat sa kanilang kultura ay hindi lamang manatili sa antas ng karaniwang kyuryusidad. Sa ganitong pamamaraan ay mas mailalbas ang natural na tekstura ng kanilang pamumuhay at saloobin, na patuloy na nagsusumikap para magkaroon ng espasyo sa mundo ng mainstream o popular na kultura kahit pa mayroong mga pulitikal at kultural na balakid.",SOCIETY IN FILMS,fil,Doc.,0:26:47,"Tan, Kerchlynn C.; Valencia, Vanessa E. ",(unreadable credits),"Banal, Yason",2008,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000322,Image;MovingImage,image/jpeg,2024-01-08 (Created),2008_Pundok,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll323,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000323-UPFI000342/2008_Thesis_AcuinL_Slideshow.png?raw=true,,,Slideshow,"Abstract
 
 The film is about finding about connection between food and life process. It is composed of five vignettes illustrating the progressive flow of food and life stage through photographs.
 
 The film’s form aims to mimic how the mind remember and highlights certain event in life , that is through still Image and fragments of memory. Presented as a slideshow with accompanying music, voice to create the sequential narrative and fill in the spaces in-between photographs.
 
 Another premise of the film is the idea that life and food stages are similar and intertwined with each other. The chapter are divided into stages, each representing a stage in both the food process and the life process. The categorization and division of the chapters are roughly based on Erik Erikson’s stage of psychosocial development and common post- harvest food production stage.",SOCIETY IN FILMS,fil,expe.,18:39,"Acuin, Lara","Palomares, Sasha; Alcoreza, Kim; Ragragio, Joma; Soliongco, Caloy","Banal, Yason",2008,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000323,Image;MovingImage,image/jpeg,2024-01-08 (Created),2008_Slideshow.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll324,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000323-UPFI000342/2008_Thesis_ClaravallH_SingkongButas.png?raw=true,,,Singkong Butas,,,fil,,4:29,"Claravall, Hermann ","Jamon, Tanya; Malaya, Erik; Idaman, Ice; Gamila, Elmer; Tang, Thesa; Isungca, Dencio","Santiago, Arminda V.",2008,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000324,Image;MovingImage,image/jpeg,2024-01-08 (Created),2008_SingkongButas.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll325,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000323-UPFI000342/2009_Thesis_GabrilloJ_De-Padyak.png?raw=true,,,De-padyak ,The film shows how Eljey an 18 years old sidecar driver handles his everyday struggle in life.,WORKERS IN FILMS,fil,Doc.,16:03,"Gabrillo, Johnessa S.","Transfiguracion,  Michael Bryan; Corpuz, Elijey, Gabrillo, Johnessa S.","Tolentino, Roland",2009,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000325,Image;MovingImage,image/jpeg,2024-01-08 (Created),2009_De-padyak ,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll326,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/UPFI000323-UPFI000342/2009_Thesis_CruzF_SayawTayo(kahitwalangmusika).png?raw=true,,,Sayaw Tayo (kahit Walang Musika),"Abstract
 
 Cruz, F. X. B. (2009). Sayaw Tayo (Kahit Walang Musika). Unpublished undergraduate thesis. Diliman, Quezon City: University of the Philippines College of Mass Communication.
 The thesis film, ""Sayaw Tayo (Kahit Walang Musika),"" is an optimistic rendering of the idea of love as work. It serves as love letter and as an attempt to recreate dance with images. The thesis unites ideas about love and relationship, traditional symbolism, nonverbal communication, and color in film. It abides by the lyrical film tradition, in which the camera is infused with the consciousness of the filmmaker and behaves according to how the filmmaker sees and reacts to the visions, and applies Patti Bellantoni's study of color in narrative film, which is based on the idea that color can affect a person's thoughts or emotions. The thesis film employs computer-generated camerawork and visual effects and is an intimate production.",,fil,Exp,8:33,"Cruz, Francis Xavier B.","Cruz, Francis Xavier B.; Lagdameo, Joyce Kathleen; ","De Guzman, Anne Marie G.",2009,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000326,Image;MovingImage,image/jpeg,2024-01-08 (Created),2009_SayawTayo(kahitWalangMusika),Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
